Library,BarCode,Category,Read
SLX-10402,D707_D508,Rescued,38179929
SLX-10402,D704_D501,Unmapped,7470487
SLX-10402,D704_D502,Unmapped,6593851
SLX-10402,D704_D503,Unmapped,5816239
SLX-10402,D704_D504,Unmapped,7363606
SLX-10402,D704_D505,Unmapped,7704991
SLX-10402,D704_D506,Unmapped,7137887
SLX-10402,D704_D507,Unmapped,6512988
SLX-10402,D704_D508,Unmapped,6564468
SLX-10402,D705_D501,Unmapped,5916060
SLX-10402,D705_D502,Unmapped,6236675
SLX-10402,D705_D503,Unmapped,6796176
SLX-10402,D705_D504,Unmapped,7367369
SLX-10402,D705_D505,Unmapped,7537939
SLX-10402,D705_D506,Unmapped,6388987
SLX-10402,D705_D507,Unmapped,7350057
SLX-10402,D705_D508,Unmapped,7721931
SLX-10402,D706_D501,Unmapped,6355793
SLX-10402,D706_D502,Unmapped,6630696
SLX-10402,D706_D503,Unmapped,7702163
SLX-10402,D706_D504,Unmapped,9197713
SLX-10402,D706_D505,Unmapped,8148300
SLX-10402,D706_D506,Unmapped,8432505
SLX-10402,D706_D507,Unmapped,7877454
SLX-10402,D706_D508,Unmapped,6766460
SLX-10402,D707_D501,Unmapped,7606047
SLX-10402,D707_D502,Unmapped,8821571
SLX-10402,D707_D503,Unmapped,7386937
SLX-10402,D707_D504,Unmapped,8483665
SLX-10402,D707_D505,Unmapped,7820068
SLX-10402,D707_D506,Unmapped,7101556
SLX-10402,D707_D507,Unmapped,7460044
SLX-10402,D707_D508,Unmapped,7005527
SLX-9792,D701_D501,Mapped,64688643
SLX-9792,D701_D502,Mapped,67770526
SLX-9792,D701_D503,Mapped,54490781
SLX-9792,D701_D504,Mapped,50614017
SLX-9792,D701_D505,Mapped,51864125
SLX-9792,D701_D506,Mapped,47757910
SLX-9792,D701_D507,Mapped,53272055
SLX-9792,D701_D508,Mapped,53177853
SLX-9792,D709_D501,Mapped,79097703
SLX-9792,D709_D502,Mapped,61253624
SLX-9792,D709_D503,Mapped,63923881
SLX-9792,D709_D504,Mapped,75289929
SLX-9792,D709_D505,Mapped,58609923
SLX-9792,D709_D506,Mapped,63609182
SLX-9792,D709_D507,Mapped,52305679
SLX-9792,D709_D508,Mapped,56705273
SLX-9792,D710_D501,Mapped,70669646
SLX-9792,D710_D502,Mapped,84324870
SLX-9792,D710_D503,Mapped,76013433
SLX-9792,D710_D504,Mapped,74634411
SLX-9792,D710_D505,Mapped,59644217
SLX-9792,D710_D506,Mapped,78032018
SLX-9792,D710_D507,Mapped,78340583
SLX-9792,D710_D508,Mapped,66916846
SLX-9792,D711_D507,Mapped,60787626
SLX-9792,D711_D508,Mapped,56969218
SLX-9792,D712_D501,Mapped,50441691
SLX-9792,D712_D502,Mapped,64447832
SLX-9792,D712_D505,Mapped,97882012
SLX-9792,D712_D506,Mapped,64069744
SLX-9792,D701_D501,Rescued,27768276
SLX-9792,D701_D502,Rescued,20731282
SLX-9792,D701_D503,Rescued,30594958
SLX-9792,D701_D504,Rescued,26798491
SLX-9792,D701_D505,Rescued,31289553
SLX-9792,D701_D506,Rescued,33364975
SLX-9792,D701_D507,Rescued,27772739
SLX-9792,D701_D508,Rescued,35256255
SLX-9792,D709_D501,Rescued,31317029
SLX-9792,D709_D502,Rescued,35739359
SLX-9792,D709_D503,Rescued,32219225
SLX-9792,D709_D504,Rescued,34219723
SLX-9792,D709_D505,Rescued,37066782
SLX-9792,D709_D506,Rescued,26705723
SLX-9792,D709_D507,Rescued,32773203
SLX-9792,D709_D508,Rescued,31447634
SLX-9792,D710_D501,Rescued,34804129
SLX-9792,D710_D502,Rescued,34192091
SLX-9792,D710_D503,Rescued,32248645
SLX-9792,D710_D504,Rescued,30800279
SLX-9792,D710_D505,Rescued,25897148
SLX-9792,D710_D506,Rescued,33864089
SLX-9792,D710_D507,Rescued,26714804
SLX-9792,D710_D508,Rescued,25654366
SLX-9792,D711_D507,Rescued,42196898
SLX-9792,D711_D508,Rescued,39127425
SLX-9792,D712_D501,Rescued,33588170
SLX-9792,D712_D502,Rescued,26323124
SLX-9792,D712_D505,Rescued,43259180
SLX-9792,D712_D506,Rescued,43667081
SLX-9792,D701_D501,Unmapped,6139258
SLX-9792,D701_D502,Unmapped,5930661
SLX-9792,D701_D503,Unmapped,5859021
SLX-9792,D701_D504,Unmapped,5451935
SLX-9792,D701_D505,Unmapped,5700562
SLX-9792,D701_D506,Unmapped,6004007
SLX-9792,D701_D507,Unmapped,5491800
SLX-9792,D701_D508,Unmapped,6240501
SLX-9792,D709_D501,Unmapped,7430704
SLX-9792,D709_D502,Unmapped,6907469
SLX-9792,D709_D503,Unmapped,6658179
SLX-9792,D709_D504,Unmapped,7224067
SLX-9792,D709_D505,Unmapped,6710861
SLX-9792,D709_D506,Unmapped,6238009
SLX-9792,D709_D507,Unmapped,6018899
SLX-9792,D709_D508,Unmapped,5994957
SLX-9792,D710_D501,Unmapped,7144084
SLX-9792,D710_D502,Unmapped,7945553
SLX-9792,D710_D503,Unmapped,7362195
SLX-9792,D710_D504,Unmapped,7187807
SLX-9792,D710_D505,Unmapped,6052115
SLX-9792,D710_D506,Unmapped,7616129
SLX-9792,D710_D507,Unmapped,6867701
SLX-9792,D710_D508,Unmapped,5953137
SLX-9792,D711_D507,Unmapped,7887044
SLX-9792,D711_D508,Unmapped,6814892
SLX-9792,D712_D501,Unmapped,6474481
SLX-9792,D712_D502,Unmapped,6625876
SLX-9792,D712_D505,Unmapped,9601025
SLX-9792,D712_D506,Unmapped,7553301
SLX-10284,D701_D501,Mapped,74455232
SLX-10284,D701_D502,Mapped,75004574
SLX-10284,D701_D503,Mapped,69539350
SLX-10284,D701_D504,Mapped,71279031
SLX-10284,D701_D505,Mapped,67115480
SLX-10284,D701_D506,Mapped,63710388
SLX-10284,D701_D507,Mapped,67372902
SLX-10284,D701_D508,Mapped,72460864
SLX-10284,D702_D501,Mapped,78939044
SLX-10284,D702_D502,Mapped,74816688
SLX-10284,D702_D503,Mapped,78953343
SLX-10284,D702_D504,Mapped,81961646
SLX-10284,D702_D505,Mapped,59700084
SLX-10284,D702_D506,Mapped,72817606
SLX-10284,D702_D507,Mapped,77427722
SLX-10284,D702_D508,Mapped,78430008
SLX-10284,D704_D501,Mapped,79008636
SLX-10284,D704_D502,Mapped,60079485
SLX-10284,D704_D503,Mapped,59807483
SLX-10284,D704_D504,Mapped,58385065
SLX-10284,D704_D505,Mapped,66284374
SLX-10284,D704_D506,Mapped,47989478
SLX-10284,D704_D507,Mapped,80211423
SLX-10284,D704_D508,Mapped,67252095
SLX-10284,D701_D501,Rescued,30877987
SLX-10284,D701_D502,Rescued,29970073
SLX-10284,D701_D503,Rescued,22777111
SLX-10284,D701_D504,Rescued,18473500
SLX-10284,D701_D505,Rescued,26686405
SLX-10284,D701_D506,Rescued,34715606
SLX-10284,D701_D507,Rescued,30345900
SLX-10284,D701_D508,Rescued,34584400
SLX-10284,D702_D501,Rescued,25904927
SLX-10284,D702_D502,Rescued,24008777
SLX-10284,D702_D503,Rescued,21719461
SLX-10284,D702_D504,Rescued,18675069
SLX-10284,D702_D505,Rescued,29113096
SLX-10284,D702_D506,Rescued,20161064
SLX-10284,D702_D507,Rescued,18774983
SLX-10284,D702_D508,Rescued,27776540
SLX-10284,D704_D501,Rescued,32540300
SLX-10284,D704_D502,Rescued,21721137
SLX-10284,D704_D503,Rescued,25651335
SLX-10284,D704_D504,Rescued,26348237
SLX-10284,D704_D505,Rescued,25407190
SLX-10284,D704_D506,Rescued,34510642
SLX-10284,D704_D507,Rescued,15211523
SLX-10284,D704_D508,Rescued,25571384
SLX-10284,D701_D501,Unmapped,7692619
SLX-10284,D701_D502,Unmapped,7402671
SLX-10284,D701_D503,Unmapped,5794819
SLX-10284,D701_D504,Unmapped,6227345
SLX-10284,D701_D505,Unmapped,6284026
SLX-10284,D701_D506,Unmapped,6599153
SLX-10284,D701_D507,Unmapped,6216221
SLX-10284,D701_D508,Unmapped,7785008
SLX-10284,D702_D501,Unmapped,6665424
SLX-10284,D702_D502,Unmapped,6358461
SLX-10284,D702_D503,Unmapped,6089051
SLX-10284,D702_D504,Unmapped,6231885
SLX-10284,D702_D505,Unmapped,5490824
SLX-10284,D702_D506,Unmapped,5240145
SLX-10284,D702_D507,Unmapped,5394079
SLX-10284,D702_D508,Unmapped,7264526
SLX-10284,D704_D501,Unmapped,7968287
SLX-10284,D704_D502,Unmapped,4961785
SLX-10284,D704_D503,Unmapped,5295705
SLX-10284,D704_D504,Unmapped,5221364
SLX-10284,D704_D505,Unmapped,5532984
SLX-10284,D704_D506,Unmapped,10459861
SLX-10284,D704_D507,Unmapped,5183770
SLX-10284,D704_D508,Unmapped,5890851
SLX-10285,D705_D501,Mapped,65701078
SLX-10285,D705_D502,Mapped,70830897
SLX-10285,D705_D503,Mapped,39471854
SLX-10285,D705_D504,Mapped,60434098
SLX-10285,D705_D505,Mapped,76947693
SLX-10285,D705_D506,Mapped,78452581
SLX-10285,D705_D507,Mapped,77699286
SLX-10285,D705_D508,Mapped,68620470
SLX-10285,D706_D501,Mapped,60509009
SLX-10285,D706_D502,Mapped,62340111
SLX-10285,D706_D503,Mapped,50826237
SLX-10285,D706_D504,Mapped,56090778
SLX-10285,D706_D505,Mapped,52634420
SLX-10285,D706_D506,Mapped,50726963
SLX-10285,D706_D507,Mapped,49083112
SLX-10285,D706_D508,Mapped,60407227
SLX-10285,D707_D501,Mapped,73594990
SLX-10285,D707_D502,Mapped,70691699
SLX-10285,D707_D503,Mapped,44601447
SLX-10285,D707_D504,Mapped,49896926
SLX-10285,D707_D505,Mapped,63386607
SLX-10285,D707_D506,Mapped,53875194
SLX-10285,D707_D507,Mapped,53474636
SLX-10285,D707_D508,Mapped,70513251
SLX-10285,D708_D501,Mapped,85122103
SLX-10285,D708_D502,Mapped,45970709
SLX-10285,D708_D503,Mapped,73822121
SLX-10285,D708_D504,Mapped,71478984
SLX-10285,D708_D505,Mapped,61795800
SLX-10285,D708_D506,Mapped,56371355
SLX-10285,D708_D507,Mapped,35844724
SLX-10285,D708_D508,Mapped,27146212
SLX-10285,D705_D501,Rescued,30007630
SLX-10285,D705_D502,Rescued,35805088
SLX-10285,D705_D503,Rescued,30448820
SLX-10285,D705_D504,Rescued,34906930
SLX-10285,D705_D505,Rescued,41758167
SLX-10285,D705_D506,Rescued,40833101
SLX-10285,D705_D507,Rescued,36046192
SLX-10285,D705_D508,Rescued,28954762
SLX-10285,D706_D501,Rescued,28593371
SLX-10285,D706_D502,Rescued,28970477
SLX-10285,D706_D503,Rescued,32627368
SLX-10285,D706_D504,Rescued,30689517
SLX-10285,D706_D505,Rescued,44459428
SLX-10285,D706_D506,Rescued,26620222
SLX-10285,D706_D507,Rescued,38036584
SLX-10285,D706_D508,Rescued,32282891
SLX-10285,D707_D501,Rescued,36461589
SLX-10285,D707_D502,Rescued,35181312
SLX-10285,D707_D503,Rescued,26030998
SLX-10285,D707_D504,Rescued,22540547
SLX-10285,D707_D505,Rescued,32246202
SLX-10285,D707_D506,Rescued,22837571
SLX-10285,D707_D507,Rescued,19409343
SLX-10285,D707_D508,Rescued,33310845
SLX-10285,D708_D501,Rescued,35699674
SLX-10285,D708_D502,Rescued,22451166
SLX-10285,D708_D503,Rescued,24989117
SLX-10285,D708_D504,Rescued,27746085
SLX-10285,D708_D505,Rescued,42013498
SLX-10285,D708_D506,Rescued,33217779
SLX-10285,D708_D507,Rescued,39672716
SLX-10285,D708_D508,Rescued,55133171
SLX-10285,D705_D501,Unmapped,7754051
SLX-10285,D705_D502,Unmapped,7313156
SLX-10285,D705_D503,Unmapped,6160329
SLX-10285,D705_D504,Unmapped,8724516
SLX-10285,D705_D505,Unmapped,8591650
SLX-10285,D705_D506,Unmapped,9035838
SLX-10285,D705_D507,Unmapped,7904249
SLX-10285,D705_D508,Unmapped,6756985
SLX-10285,D706_D501,Unmapped,8373769
SLX-10285,D706_D502,Unmapped,8058276
SLX-10285,D706_D503,Unmapped,8056596
SLX-10285,D706_D504,Unmapped,7573250
SLX-10285,D706_D505,Unmapped,10409365
SLX-10285,D706_D506,Unmapped,6828351
SLX-10285,D706_D507,Unmapped,8149383
SLX-10285,D706_D508,Unmapped,8836509
SLX-10285,D707_D501,Unmapped,7588269
SLX-10285,D707_D502,Unmapped,6224890
SLX-10285,D707_D503,Unmapped,4210792
SLX-10285,D707_D504,Unmapped,4977045
SLX-10285,D707_D505,Unmapped,6600162
SLX-10285,D707_D506,Unmapped,5423680
SLX-10285,D707_D507,Unmapped,5638706
SLX-10285,D707_D508,Unmapped,6872667
SLX-10285,D708_D501,Unmapped,8065320
SLX-10285,D708_D502,Unmapped,4778087
SLX-10285,D708_D503,Unmapped,6405595
SLX-10285,D708_D504,Unmapped,6468888
SLX-10285,D708_D505,Unmapped,7223710
SLX-10285,D708_D506,Unmapped,5893941
SLX-10285,D708_D507,Unmapped,4975016
SLX-10285,D708_D508,Unmapped,4697044
SLX-10283,D709_D501,Mapped,66152963
SLX-10283,D709_D502,Mapped,71385805
SLX-10283,D709_D503,Mapped,56996398
SLX-10283,D709_D504,Mapped,60551310
SLX-10283,D709_D505,Mapped,97449920
SLX-10283,D709_D506,Mapped,57112367
SLX-10283,D709_D507,Mapped,54769311
SLX-10283,D709_D508,Mapped,71014010
SLX-10283,D710_D501,Mapped,66338846
SLX-10283,D710_D502,Mapped,79899275
SLX-10283,D710_D503,Mapped,80496452
SLX-10283,D710_D504,Mapped,70029428
SLX-10283,D710_D507,Mapped,61415569
SLX-10283,D710_D508,Mapped,67407531
SLX-10283,D711_D501,Mapped,78658870
SLX-10283,D711_D502,Mapped,67769489
SLX-10283,D711_D503,Mapped,59054640
SLX-10283,D711_D504,Mapped,67328150
SLX-10283,D711_D505,Mapped,50077179
SLX-10283,D711_D506,Mapped,68051169
SLX-10283,D711_D507,Mapped,69462402
SLX-10283,D711_D508,Mapped,91411313
SLX-10283,D712_D501,Mapped,63960841
SLX-10283,D712_D502,Mapped,69200065
SLX-10283,D712_D503,Mapped,55591293
SLX-10283,D712_D504,Mapped,66201465
SLX-10283,D712_D505,Mapped,70753017
SLX-10283,D712_D506,Mapped,81629816
SLX-10283,D712_D507,Mapped,59553226
SLX-10283,D712_D508,Mapped,70118767
SLX-10283,D709_D501,Rescued,20263005
SLX-10283,D709_D502,Rescued,27005306
SLX-10283,D709_D503,Rescued,24436754
SLX-10283,D709_D504,Rescued,23040551
SLX-10283,D709_D505,Rescued,47078630
SLX-10283,D709_D506,Rescued,31064441
SLX-10283,D709_D507,Rescued,23036659
SLX-10283,D709_D508,Rescued,31546168
SLX-10283,D710_D501,Rescued,44529658
SLX-10283,D710_D502,Rescued,32728791
SLX-10283,D710_D503,Rescued,33542048
SLX-10283,D710_D504,Rescued,29594656
SLX-10283,D710_D507,Rescued,33749215
SLX-10283,D710_D508,Rescued,37887137
SLX-10283,D711_D501,Rescued,36871396
SLX-10283,D711_D502,Rescued,29402633
SLX-10283,D711_D503,Rescued,31039090
SLX-10283,D711_D504,Rescued,27804759
SLX-10283,D711_D505,Rescued,41701867
SLX-10283,D711_D506,Rescued,24857175
SLX-10283,D711_D507,Rescued,25999810
SLX-10283,D711_D508,Rescued,20593550
SLX-10283,D712_D501,Rescued,30593401
SLX-10283,D712_D502,Rescued,33458042
SLX-10283,D712_D503,Rescued,28031817
SLX-10283,D712_D504,Rescued,31115324
SLX-10283,D712_D505,Rescued,29079850
SLX-10283,D712_D506,Rescued,24156880
SLX-10283,D712_D507,Rescued,24973367
SLX-10283,D712_D508,Rescued,21926676
SLX-10283,D709_D501,Unmapped,6459398
SLX-10283,D709_D502,Unmapped,7129143
SLX-10283,D709_D503,Unmapped,5668810
SLX-10283,D709_D504,Unmapped,5622021
SLX-10283,D709_D505,Unmapped,10773375
SLX-10283,D709_D506,Unmapped,6300574
SLX-10283,D709_D507,Unmapped,5208013
SLX-10283,D709_D508,Unmapped,7194758
SLX-10283,D710_D501,Unmapped,8412725
SLX-10283,D710_D502,Unmapped,7539720
SLX-10283,D710_D503,Unmapped,7990011
SLX-10283,D710_D504,Unmapped,6543502
SLX-10283,D710_D507,Unmapped,6616028
SLX-10283,D710_D508,Unmapped,6885994
SLX-10283,D711_D501,Unmapped,7672638
SLX-10283,D711_D502,Unmapped,6577861
SLX-10283,D711_D503,Unmapped,6309819
SLX-10283,D711_D504,Unmapped,6117336
SLX-10283,D711_D505,Unmapped,10003506
SLX-10283,D711_D506,Unmapped,5930197
SLX-10283,D711_D507,Unmapped,6576032
SLX-10283,D711_D508,Unmapped,7500658
SLX-10283,D712_D501,Unmapped,6330496
SLX-10283,D712_D502,Unmapped,6670362
SLX-10283,D712_D503,Unmapped,5753144
SLX-10283,D712_D504,Unmapped,6320115
SLX-10283,D712_D505,Unmapped,6693442
SLX-10283,D712_D506,Unmapped,6761922
SLX-10283,D712_D507,Unmapped,5781088
SLX-10283,D712_D508,Unmapped,6360433
SLX-10287,D701_D501,Mapped,51379828
SLX-10287,D701_D502,Mapped,55110800
SLX-10287,D701_D503,Mapped,72428736
SLX-10287,D701_D504,Mapped,59049386
SLX-10287,D701_D505,Mapped,71721680
SLX-10287,D701_D506,Mapped,53035350
SLX-10287,D701_D507,Mapped,62050823
SLX-10287,D701_D508,Mapped,56556277
SLX-10287,D702_D501,Mapped,88105686
SLX-10287,D702_D502,Mapped,47324074
SLX-10287,D702_D503,Mapped,79057247
SLX-10287,D702_D504,Mapped,93742988
SLX-10287,D702_D505,Mapped,59946303
SLX-10287,D702_D506,Mapped,52373810
SLX-10287,D702_D507,Mapped,99249589
SLX-10287,D702_D508,Mapped,70983871
SLX-10287,D704_D501,Mapped,66585517
SLX-10287,D704_D502,Mapped,67761789
SLX-10287,D704_D503,Mapped,103710698
SLX-10287,D704_D504,Mapped,51906486
SLX-10287,D704_D505,Mapped,110669248
SLX-10287,D704_D506,Mapped,64053234
SLX-10287,D704_D507,Mapped,66388714
SLX-10287,D704_D508,Mapped,62097566
SLX-10287,D705_D501,Mapped,44958566
SLX-10287,D705_D502,Mapped,72350522
SLX-10287,D705_D503,Mapped,79716953
SLX-10287,D705_D504,Mapped,75336030
SLX-10287,D705_D505,Mapped,56558554
SLX-10287,D705_D506,Mapped,67600757
SLX-10287,D705_D507,Mapped,40574144
SLX-10287,D705_D508,Mapped,38105945
SLX-10287,D706_D501,Mapped,53557805
SLX-10287,D706_D502,Mapped,72437119
SLX-10287,D701_D501,Rescued,26269137
SLX-10287,D701_D502,Rescued,20781206
SLX-10287,D701_D503,Rescued,33476132
SLX-10287,D701_D504,Rescued,37872862
SLX-10287,D701_D505,Rescued,28370961
SLX-10287,D701_D506,Rescued,20232169
SLX-10287,D701_D507,Rescued,21526247
SLX-10287,D701_D508,Rescued,18204879
SLX-10287,D702_D501,Rescued,38793140
SLX-10287,D702_D502,Rescued,34623616
SLX-10287,D702_D503,Rescued,43004262
SLX-10287,D702_D504,Rescued,44931536
SLX-10287,D702_D505,Rescued,19416139
SLX-10287,D702_D506,Rescued,34734188
SLX-10287,D702_D507,Rescued,47895235
SLX-10287,D702_D508,Rescued,41420328
SLX-10287,D704_D501,Rescued,39571656
SLX-10287,D704_D502,Rescued,30403791
SLX-10287,D704_D503,Rescued,33176324
SLX-10287,D704_D504,Rescued,17756286
SLX-10287,D704_D505,Rescued,37964470
SLX-10287,D704_D506,Rescued,35510634
SLX-10287,D704_D507,Rescued,21843428
SLX-10287,D704_D508,Rescued,18949219
SLX-10287,D705_D501,Rescued,51327681
SLX-10287,D705_D502,Rescued,32598064
SLX-10287,D705_D503,Rescued,32777432
SLX-10287,D705_D504,Rescued,26792970
SLX-10287,D705_D505,Rescued,41873784
SLX-10287,D705_D506,Rescued,49566054
SLX-10287,D705_D507,Rescued,30486151
SLX-10287,D705_D508,Rescued,35646980
SLX-10287,D706_D501,Rescued,41424808
SLX-10287,D706_D502,Rescued,53362477
SLX-10287,D701_D501,Unmapped,5912054
SLX-10287,D701_D502,Unmapped,6005177
SLX-10287,D701_D503,Unmapped,8288902
SLX-10287,D701_D504,Unmapped,7514947
SLX-10287,D701_D505,Unmapped,8632056
SLX-10287,D701_D506,Unmapped,5942884
SLX-10287,D701_D507,Unmapped,6260744
SLX-10287,D701_D508,Unmapped,6048299
SLX-10287,D702_D501,Unmapped,9719492
SLX-10287,D702_D502,Unmapped,6178543
SLX-10287,D702_D503,Unmapped,9195947
SLX-10287,D702_D504,Unmapped,10358254
SLX-10287,D702_D505,Unmapped,6163633
SLX-10287,D702_D506,Unmapped,6890365
SLX-10287,D702_D507,Unmapped,11322185
SLX-10287,D702_D508,Unmapped,8789259
SLX-10287,D704_D501,Unmapped,7284078
SLX-10287,D704_D502,Unmapped,7886482
SLX-10287,D704_D503,Unmapped,10419487
SLX-10287,D704_D504,Unmapped,5747454
SLX-10287,D704_D505,Unmapped,11947993
SLX-10287,D704_D506,Unmapped,8559757
SLX-10287,D704_D507,Unmapped,6902602
SLX-10287,D704_D508,Unmapped,5965448
SLX-10287,D705_D501,Unmapped,6335947
SLX-10287,D705_D502,Unmapped,8050120
SLX-10287,D705_D503,Unmapped,8968964
SLX-10287,D705_D504,Unmapped,8087718
SLX-10287,D705_D505,Unmapped,7008682
SLX-10287,D705_D506,Unmapped,8269056
SLX-10287,D705_D507,Unmapped,6277233
SLX-10287,D705_D508,Unmapped,7554844
SLX-10287,D706_D501,Unmapped,7484501
SLX-10287,D706_D502,Unmapped,9963825
